member_name,sitting_date,parliamentary_period,parliamentary_session,parliamentary_sitting,political_party,government,member_region,roles,member_gender,speech
κρητικος νικολαου παναγιωτης,03/07/1989,period 5,session 1,sitting 1,πανελληνιο σοσιαλιστικο κινημα,['τζαννετακη τζαννη(02/07/1989-12/10/1989)'],β' πειραιως,['δ αντιπροεδρος βουλης(03/07/1989-21/11/1989)'],male," Παρακαλείται ο Γραμματέας κ. Βουλγαράκης να συνοδεύσει το Μακαριότατο Αρχιεπίσκοπο Αθηνών και πάσης Ελλάδος κ. ΣΕΡΑΦΕΙΜ και τα συνοδεύοντα αυτόν μέλη της Ιεράς Συνόδου κατά την είσοδό τους στην Αίθουσα της Βουλής, προκειμένου να τελεσθεί αγιασμός.  . Στη συνέχεια τελείται ο καθιερωμένος αγιασμός."
κρητικος νικολαου παναγιωτης,03/07/1989,period 5,session 1,sitting 1,πανελληνιο σοσιαλιστικο κινημα,['τζαννετακη τζαννη(02/07/1989-12/10/1989)'],β' πειραιως,['δ αντιπροεδρος βουλης(03/07/1989-21/11/1989)'],male," Παρακαλείται ο κύριος Γραμματέας να συνοδεύσει την Ιερά Σύνοδο εκτός της Αιθούσης της Βουλής.  . Παρακαλείται ο συνάδελφος Βουλευτής κ. Σαδίκ Αμέτ, που ανήκει στο Μωαμεθανικό Θρήσκευμα να προσέλθει και να δώσει τον οριζόμενο από το Σύνταγμα όρκο επί του Κορανίου.  : ~""Ορκίζομαι στο όνομα του Παντοδύναμου Θεού και του μόνου αυτού Προφήτη ο οποίος είναι ο Μωάμεθ να είμαι πιστός στην πατρίδα και το δημοκρατικό πολίτευμα, να υπακούω στο Σύνταγμα και τους νόμους και να εκπληρώνω ευσυνείδητα τα καθήκοντά μου""."
κρητικος νικολαου παναγιωτης,03/07/1989,period 5,session 1,sitting 1,πανελληνιο σοσιαλιστικο κινημα,['τζαννετακη τζαννη(02/07/1989-12/10/1989)'],β' πειραιως,['δ αντιπροεδρος βουλης(03/07/1989-21/11/1989)'],male," Κύριοι συνάδελφοι, παρακαλώ τη Βουλή να εξουσιοδοτήσει το Προεδρείο για την επικύρωση των Πρακτικών της σημερινής συνεδριάσεως."
κρητικος νικολαου παναγιωτης,03/07/1989,period 5,session 1,sitting 1,πανελληνιο σοσιαλιστικο κινημα,['τζαννετακη τζαννη(02/07/1989-12/10/1989)'],β' πειραιως,['δ αντιπροεδρος βουλης(03/07/1989-21/11/1989)'],male, Η Βουλή παρέσχε τη ζητηθείσα εξουσιοδότηση. Με τη συναίνεση της Βουλής και ώρα 10.27` λύεται η συνεδρίαση για αύριο ημέρα Τρίτη 4 Ιουλίου 1989 και ώρα 18.00` με θέμα ημερησίας διατάξεως εκλογή Προέδρου Βουλής. Ο ΠΡΟΕΔΡΟΣΟΙ ΓΡΑΜΜΑΤΕΙΣ 
κρητικος νικολαου παναγιωτης,04/07/1989,period 5,session 1,sitting 2,πανελληνιο σοσιαλιστικο κινημα,['τζαννετακη τζαννη(02/07/1989-12/10/1989)'],β' πειραιως,['δ αντιπροεδρος βουλης(03/07/1989-21/11/1989)'],male," Υπάρχει κανείς εκ των κυρίων συναδέλφων, ο οποίος δεν ψήφισε; Κανείς. Κηρύσσεται περαιωμένη η ψηφοφορία και παρακαλούνται οι κύριοι ψηφολέκτες να μεταφέρουν την ψηφοδόχο στο χώρο των Πρακτικογράφων, προκειμένου ν' αρχίσει η διαλογή των ψηφοδελτίων και να γίνει η εξαγωγή του αποτελέσματος. Ο κ. Σταθόπουλος παρακαλείται να εποπτεύσει της διαλογής.    "
τσαλδαρης κωνσταντινου αθανασιος,11/01/1993,period 7,session 3,sitting 54,νεα δημοκρατια,['μητσοτακη κωνσταντινου(11/04/1990-13/10/1993)'],επικρατειας,['ζ προεδρος βουλης(22/04/1990-22/10/1993)'],male," Κύριοι συνάδελφοι, αρχίζει η συνεδρίαση. Θα ήθελα να ευχηθώ σε όλους τους συναδέλφους, χρόνια πολλά για το νέο έτος και παράκληση του Προεδρείου να είμεθα τακτικότεροι στις συνεδριάσεις του Κοινοβουλίου. ΠΑΝΑΓΙΩΤΗΣ Ν."
τσαλδαρης κωνσταντινου αθανασιος,11/01/1993,period 7,session 3,sitting 54,νεα δημοκρατια,['μητσοτακη κωνσταντινου(11/04/1990-13/10/1993)'],επικρατειας,['ζ προεδρος βουλης(22/04/1990-22/10/1993)'],male, Δεν γνωρίζω εάν είσαστε πληρεξούσιοι των απόντων. Είσαστε πληρεξούσιοι πάντως του Έθνους.
δρεττακης γεωργιου εμμανουηλ,11/01/1993,period 7,session 3,sitting 54,συνασπισμος της αριστερας των κινηματων και της οικολογιας,['μητσοτακη κωνσταντινου(11/04/1990-13/10/1993)'],α' αθηνων,['ε αντιπροεδρος βουλης(22/04/1990-22/10/1993)'],male, Αντευχόμαστε και εμείς. (
